@relation train
@attribute tfidf_sum real
@attribute leng real
@attribute rel_pos real
@attribute clue real
@attribute tfidf_avg real
@attribute subj real
@attribute is_q real
@attribute score real
@attribute tfidf_sim real
@attribute sub_sim real
@attribute rel real
@attribute fol real

@data
-0.493874013198  1.05963925769  -0.683631071534  3.04922090063  6.41834358291  0.0834965044524  0.0  0.882748386463  1.99212842584  1.59408887237  -1.55533149557  -1.09416762756  -1.5872746717  -0.203548239932  0.601789736923  0.601789736923  1.24253399981  -1.71012352653  0
0.165190514136  -1.75535163554  -0.332417691673  -0.181126218778  -0.149093758125  -0.234034911749  0.0  -0.3905870153  -0.278684052026  -0.529128771153  -1.55533149557  -1.09416762756  -1.44301871259  -0.203548239932  -0.262077493429  -0.262077493429  -0.627217833236  -1.66838436004  0
-0.560631482511  1.057773058  -0.559714409092  -0.439312318437  -0.365183939147  -0.523979398971  0.0  0.157926712646  3.35461591256  1.94675892163  -1.55533149557  -1.09416762756  -1.29876275347  -0.203548239932  1.46663912139  1.46663912139  1.90244641147  -1.62664519354  0
-0.254513309617  0.539970862245  -0.179704814868  -0.351436974697  -0.348142679892  -0.608192916468  0.0  1.47605781613  0.175478443548  0.19060602326  -1.55533149557  -1.09416762756  -1.15450679436  -0.203548239932  0.622555220142  0.622555220142  0.0326945784263  -1.58490602705  0
-0.32816667395  0.391347686243  0.0720660823586  -0.0692306362716  -0.149093758125  -0.135996981458  0.0  -0.3905870153  -0.278684052026  -0.723457165645  -1.55533149557  -1.09416762756  -1.01025083525  -0.203548239932  -1.48229533743  -1.48229533743  -0.957174039068  -1.54316686055  0
-0.32816667395  0.326471605183  0.0720660823586  0.115654629817  -0.149093758125  -0.183309364987  0.0  -0.3905870153  -0.278684052026  -0.694667773868  -1.55533149557  -1.09416762756  -0.865994876132  -0.203548239932  -1.48229533743  -1.48229533743  -0.957174039068  -1.50142769406  0
-0.429530824973  1.00657178038  -0.391041356665  -0.670832438058  -0.309852111947  -0.0476876856347  0.0  -0.3905870153  0.629640939121  -0.14047198217  -1.55533149557  -1.09416762756  -0.721738917018  -0.203548239932  0.619363948265  0.619363948265  -0.297261627405  -1.45968852756  0
-0.386777031345  0.801311802861  0.118490967875  -0.921175942388  5.70013245281  0.341972221897  0.0  -0.3905870153  0.629640939121  0.384934417752  -1.55533149557  0.913936744984  -0.577482957904  -0.203548239932  0.231653194551  0.231653194551  0.0326945784263  -1.41794936107  0
0.016421732803  0.69681810721  0.0720660823586  0.77190748077  0.228822127677  -0.27314178835  0.0  0.447617694736  1.53796593027  -0.234037505444  -1.55533149557  0.913936744984  -0.43322699879  -0.203548239932  0.563802939418  0.563802939418  -0.407247029349  -1.37621019457  0
-0.243096740011  0.751334078673  0.0720660823586  -0.223799062483  0.0923984008928  -0.183309364987  0.0  -0.3905870153  -0.278684052026  -0.514734075265  -1.55533149557  0.913936744984  -0.288971039676  -0.203548239932  0.205664395603  0.205664395603  -0.73720323518  -1.33447102808  0
-0.548463963527  0.812178720552  0.0880544784662  1.27511927512  6.07889161281  -0.17041787332  0.0  0.230457935888  1.53796593027  1.44294456554  -1.55533149557  0.913936744984  -0.144715080562  -0.203548239932  1.47290028923  1.47290028923  1.24253399981  -1.29273186158  0
0.314504414937  0.86524463363  -0.110119765007  0.437644640119  -0.137413030805  -0.434166674146  0.0  -0.3905870153  0.175478443548  -0.270024245164  -1.55533149557  0.913936744984  -0.000459121448485  -0.203548239932  0.590262362529  0.590262362529  -0.187276225461  -1.25099269509  0
